nn;word;transcription;translate
4737;excerpt;[??ks??pt];выдержка, отрывок
4738;savor;[?se?v?];вкус, смаковать
;savory;[?se?v?ri];вкусный, привлекательный
;unsavory;[??n?se?v?ri];невкусный, непривлекательный
4739;impede;[?m?pi?d];затруднять
;unimpeded;[??n?m?pi?d?d];беспрепятственный
4740;canvas;[?k?nv?s];холст
4741;scurry;[?sk?ri];бежать, сновать, суетиться
4742;litter;[?l?t?];мусор (на улице)
4743;tranquil;[?tr??kw?l];спокойный
;tranquility;[tr???kw?l?ti];спокойствие
4744;butcher;[?b???];мясник
4745;mole;[m??l];родинка
4746;decay;[d??ke?];распад, упадок, разлагаться
4747;erode;[??r??d];размывать, выветривать
;erosion;[??r????n];размывание
4748;outskirts;[?a?tsk??ts];окраина, окрестности
4749;briefcase;[?bri?f?ke?s];портфель
4750;timid;[?t?m?d];робкий, пугливый
;timidity;[t??m?d?ti];робость
4751;evoke;[??v??k];вызывать
;evocation;[evocation];воскрешение в памяти
4752;susceptible;[s??s?pt?bl];восприимчивый, подверженный
;susceptibility;[s??s?pt??b?l?ti];восприимчивость
4753;coarse;[k??s];грубый, крупный, шероховатый
4754;ham;[h?m];ветчина
4755;entity;[??nt?ti];сущность
4756;show around;[?????ra?nd];показать места
4757;bend down;[b?nd da?n];наклониться
;bend over;[b?nd ???v?];наклониться
4758;withhold;[w???h??ld];утаивать, удерживать
4759;void;[v??d];недействительный, пустой
4760;infer;[?n?f??];делать вывод
;inference;[??nf?r?ns];вывод
4761;rash;[r??];опрометчивый, необдуманный
4762;landlord;[?l?nl??d];арендодатель, домовладелец
;landlady;[?l?nd?le?di];хозяйка, домовладелица
4763;aisle;[a?l];проход
4764;wither;[?w???];увянуть, засохнуть
4765;hallmark;[?h??lm??k];характерная черта
4766;aquatic;[??kw?t?k];водный
4767;conspire;[k?n?spa??];сговариваться
;conspirator;[k?n?sp?r?t?];заговорщик
;conspiracy;[k?n?sp?r?si];заговор
4768;mint;[m?nt];мята
4769;adjective;[????kt?v];прилагательное
4770;cartoon;[k???tu?n];мультфильм
4771;overview;[???v?vju?];обзор
4772;calf (pl:calves);[k??f];теленок
4773;flick;[fl?k];фильм (разг.)
4774;temple;[?t?mpl];висок
4775;pervasive;[p???ve?s?v];расширяющийся, всепроникающий
4776;roadside;[?r??dsa?d];обочина, придорожный
4777;veil;[ve?l];вуаль, закрывать
;unveil;[?n?ve?l];раскрывать
4778;fuck with;[f?kw??];дразнить, шутить, злить
4779;directory;[d??r?kt?ri];справочник
4780;flex;[fl?ks];сгибать
;flexible;[?fl?ks?bl];гибкий
;flexibility;[?fl?ks??b?l?ti];гибкость
4781;darling;[?d??l??];дорогой/ая (устар.)
4782;dispense with;[d?s?p?nsw??];обойтись без, избавиться
4783;pluck;[pl?k];сорвать, выдернуть
4784;make out;[me?ka?t];целоваться
4785;insurgent;[?n?s????nt];повстанец, мятежник
;insurgency;[insurgency];мятеж
4786;woo;[wu?];ухаживать, добиваться
4787;oyster;[???st?];устрица
4788;righteous;[?ra???s];праведный
;righteousness;[?ra???sn?s];праведность
4789;come under;[k?m??nd?];подвегрнуться
4790;outset;[?a?ts?t];начало
4791;tack;[t?k];курс, линия поведения
4792;foyer;[?f??e?];фойе
4793;text;[t?kst];писать (сообщение)
4794;plaque;[pl??k];бляшка, метал. знак
4795;chap;[??p];парень
4796;ensemble;[??n?s??mbl];ансамбль
4797;consent;[k?n?s?nt];согласие, разрешение
4798;coil;[k??l];катушка, моток, наматывать
4799;frog;[fr?g];лягушка
4800;lame;[le?m];хромой
;lameness;[?le?mn?s];хромота
4801;smirk;[sm??k];ухмылка
4802;homeland;[?h??ml?nd];родина
;hometown;[?h??m?ta?n];родной город
4803;go on;[g???n];продолжаться
;run on;[r?n?n];продолжаться
4804;endow;[?n?da?];наделять, даровать
;endowment;[?n?da?m?nt];дарование
4805;track down;[tr?kda?n];разыскать, отследить
;hunt down;[h?nt da?n];отлавливать
4806;slippery;[?sl?p?ri];скользкий
4807;gum;[g?m];жвачка
4808;unbelievable;[??nb??li?v?bl];невероятный
;believable;[b??li?v?bl];правдоподобный
4809;bully;[?b?li];задира, задирать
4810;giggle;[?g?gl];хихикать, хихиканье
4811;despair;[d?s?pe?];отчаяние, безнадёжность
4812;transcript;[?tr?nskr?pt];расшифровка, текст
4813;cliff;[kl?f];утес
4814;meditate;[?m?d?te?t];обдумывать или созерцать
;meditation;[?m?d??te???n];размышление, созерцание
4815;bland;[bl?nd];пресный, мягкий
;blandness;[?bl?ndn?s];вялость, мягкость и т. д.
4816;metropolitan;[?m?tr??p?l?t?n];столичный
4817;dangle;[?d??gl];мотаться
4818;offset;[??fs?t];смещение
4819;stud;[st?d];шпилька
4820;plank;[pl??k];доска, планка
4821;upright;[??pra?t];честный
4822;coverage;[?k?v?r??];освещение
4823;jar;[???];банка, кувшин и т. д.
4824;rivet;[?r?v?t];заклёпка, приковывать, клепать
4825;umbrella;[?m?br?l?];зонтик
4826;grapple;[?gr?pl];сцепиться, бороться
4827;sturdy;[?st??di];крепкий
4828;conscience;[?k?n??ns];совесть, сознательность
;conscientious;[?k?n????n??s];добросовестный
4829;molest;[m???l?st];приставать, досаждать
;molestation;[?m??l?s?te???n];назойливость
4830;tempt;[t?mpt];искушать
;temptation;[t?mp?te???n];искушение
4831;casket;[?k??sk?t];шкатулка или гроб (амер.)
4832;adverb;[??dv??b];наречие
4833;hold on;[h??ld?n];держаться
;hang on;[h???n];держаться
4834;vault;[v??lt];хранилище, об. в подвале
4835;expenditure;[?ks?p?nd???];расходы
4836;flakes;[fle?ks];хлопья
;snowflake;[?sn??fle?k];снежинка
4837;conquest;[?k??kw?st];завоевание
4838;ashtray;[???tre?];пепельница
4839;realm;[r?lm];царство или область (перен.)
4840;rubber;[?r?b?];резина, резиновый
;rubber;[?r?b?];ластик (брит.)
4841;falter;[?f??lt?];колебаться, дрогнуть
4842;lazy;[?le?zi];ленивый
;laziness;[?le?z?n?s];лень
4843;cloud;[kla?d];облако
;cloudy;[?kla?di];облачный
;cloudless;[?kla?dl?s];безоблачный
4844;daily;[?de?li];ежедневно
;weekly;[?wi?kli];еженедельно
;monthly;[?m?n?li];ежемесячно
;yearly;[?j??li];ежегодно
4845;sunset;[?s?ns?t];закат солнца
4846;shred;[?r?d];мелко порубить
4847;hit back;[h?tb?k];отыграться, отбиться
4848;alas;[??l?s];увы
4849;pass by;[p??sba?];проходить мимо
;passerby;[?p??s??ba?];прохожий
;go by;[g?? ba?];проходить мимо
;walk by;[w??k ba?];проходить мимо
4850;bail;[be?l];залог
4851;thread;[?r?d];нить
4852;journalism;[????n?l?zm];журналистика
4853;intended;[?n?t?nd?d];предназначенный
4854;helmet (helm);[?h?lm?t];шлем
4855;pineapple;[?pa?n??pl];ананас
4856;go off;[g???f];отключиться
;go on;[g???n];включиться
4857;magnitude;[?m?gn?tju?d];величина, сила
4858;resurrect;[?r?z??r?kt];воскрешать
;resurrection;[?r?z??r?k??n];воскрешение
4859;depot;[?d?p??];хранилище, база, склад
4860;shallow;[???l??];мелкий
4861;signify;[?s?gn?fa?];означать
;signification;[?s?gn?f??ke???n];значение
4862;squint;[skw?nt];щуриться или коситься
4863;propagate;[?pr?p?ge?t];размножать, распространять
;propagation;[?pr?p??ge???n];распространение
4864;bruise;[bru?z];синяк, ушиб
4865;oversight;[???v?sa?t];надзор
4866;inject;[?n???kt];впрыскивать, вкачивать
;injection;[?n???k??n];впрыскивание
4867;eject;[i(?)???kt];выталкивать
;ejection;[i(?)???k??n];выталкивание
4868;worthwhile;[?w????wa?l];стоящий
4869;submerge;[s?b?m???];погружаться под воду
;submersion;[s?b?m????n];погружение в воду
4870;precious;[?pr???s];драгоценный
4871;peril;[?p?r?l];опасность, угроза
;perilous;[?p?r?l?s];рискованный
4872;ape;[e?p];обезьяна (крупная)
4873;kettle;[?k?tl];чайник
4874;spawn;[sp??n];порождать, порождение и т. д.
4875;liaison;[li(?)?e?z?n];связь
4876;proximity;[pr?k?s?m?ti];близость
4877;hospitality;[?h?sp??t?l?ti];гостеприимство
;hospitable;[?h?sp?t?bl];гостеприимный
;inhospitable;[?n?h?sp?t?bl];негостеприимный
4878;intelligible;[?n?t?l???bl];вразумительный, понятный
;unintelligible;[??n?n?t?l???bl];невразумительный
4879;shaft;[???ft];шахта (напр. лифта)
4880;hardware;[?h??dwe?];аппаратные средства
4881;noun;[na?n];существительное
4882;traffic light;[?tr?f?kla?t];светофор
4883;raid;[re?d];набег
4884;brew;[bru?];заваривать, варить напиток
;brewery;[?br??ri];пивоварня
4885;bizarre;[b??z??];странный, причудливый
4886;verge;[v???];грань, предел
4887;buzz;[b?z];жужжать
4888;bristle;[?br?sl];щетина
4889;output;[?a?tp?t];выпуск, выход
4890;slow down;[sl??da?n];замедлиться
;slowdown;[?sl??da?n];замедление, спад
4891;fluent;[?flu(?)?nt];беглый
;fluency;[?flu(?)?nsi];беглость
4892;cramp;[kr?mp];судорога
4893;healthcare;[?h?l?ke?];здравоохранение
4894;eradicate;[??r?d?ke?t];уничтожить, искоренить
;eradication;[??r?d??ke???n];искоренение
4895;smudge;[sm??];смазать
4896;widow;[?w?d??];вдова
;widower;[?w?d???];вдовец
4897;overtake;[???v??te?k];обгонять
4898;speck;[sp?k];пятнышко, крупинка
4899;rustic;[?r?st?k];деревенский, простой, грубый
4900;freight;[fre?t];грузовой
4901;pancake;[?p?nke?k];блин, оладья
4902;peck;[p?k];клевать
;woodpecker;[?w?d?p?k?];дятел
4903;bunk;[b??k];койка, спальное место
4904;outlook;[?a?tl?k];вид, взгляд,  кругозор
4905;crest;[kr?st];гребень
4906;flush;[fl??];румянец, порозоветь
4907;burrow;[?b??r??];нора, зарываться
4908;housewife;[?ha?swa?f];домохозяйка
4909;bleed (bled, bled);[bli?d];кровоточить
4910;carpenter;[?k??p?nt?];плотник
;carpentry;[?k??p?ntri];плотничье дело
4911;backbone;[?b?kb??n];хребет
4912;bill;[b?l];банкнота
4913;contemplate;[?k?nt?mple?t];созерцать, размышлять
;contemplation;[?k?nt?m?ple???n];созерцание
4914;velvet;[?v?lv?t];бархат
;velvety;[?v?lv?ti];бархатистый
4915;futile;[?fju?ta?l];тщетный, напрасный
;futility;[fju(?)?t?l?ti];бесполезность
4916;go about;[g????ba?t];заниматься (делами)
4917;look out;[l?ka?t];смотреть (опасность!)
